MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:894696	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	2		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:88283	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	7		collagen-containing extracellular matrix	is a part of EMAPA:16728		HDA		J:265604 	
MGI:88283	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	7		collagen-containing extracellular matrix	is a part of EMAPA:18939		HDA		J:265604 	
MGI:88283	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	7		collagen-containing extracellular matrix	is a part of EMAPA:32927		HDA		J:265607 	
MGI:1915181	Serpini2	serine (or cysteine) peptidase inhibitor, clade I, member 2	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		collagen-containing extracellular matrix			ISO	Q8N474 	J:164563 	
MGI:109518	Sftpa1	surfactant associated protein A1	14		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:109516	Sftpb	surfactant associated protein B	6		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:109515	Sftpd	surfactant associated protein D	14		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:109515	Sftpd	surfactant associated protein D	14		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:98297	Shh	sonic hedgehog	5		extracellular matrix	is a part of tooth,is a part of tooth		IDA		J:71184 	
MGI:1315205	Slit2	slit guidance ligand 2	5		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1339795	Smc3	structural maintenance of chromosomes 3	19		basement membrane			ISO	RGD:62006 	J:155856 	
MGI:1929878	Smoc1	SPARC related  modular calcium binding 1	12		basement membrane			IBA	PTN000269943 	J:265628 	
MGI:1929878	Smoc1	SPARC related  modular calcium binding 1	12		basement membrane	is a part of EMAPA:16039		IDA		J:139122 	
MGI:1929881	Smoc2	SPARC related modular calcium binding 2	17		basement membrane			IBA	PTN000269943 	J:265628 	
MGI:1929881	Smoc2	SPARC related modular calcium binding 2	17		basement membrane			IDA		J:139122 	
MGI:1929881	Smoc2	SPARC related modular calcium binding 2	17		collagen-containing extracellular matrix			IEA	IPR037640 	J:72247 	
MGI:1929881	Smoc2	SPARC related modular calcium binding 2	17		extracellular matrix			IDA		J:139122 	
MGI:1929881	Smoc2	SPARC related modular calcium binding 2	17		interstitial matrix	is a part of cartilage		IDA		J:139122 	
MGI:1920484	Snorc	secondary ossification center associated regulator of chondrocyte maturation	1		collagen-containing extracellular matrix			IDA		J:250431 	
MGI:103181	Sod3	superoxide dismutase 3, extracellular	5	colocalizes_with	collagen-containing extracellular matrix			IDA		J:103848 	
MGI:103181	Sod3	superoxide dismutase 3, extracellular	5		collagen-containing extracellular matrix			ISO	RGD:3733 	J:155856 	
MGI:103181	Sod3	superoxide dismutase 3, extracellular	5		collagen-containing extracellular matrix			ISO	P08294 	J:164563 	
MGI:98373	Sparc	secreted acidic cysteine rich glycoprotein	11		basement membrane			IEA	KW-0084 	J:60000 	
MGI:98373	Sparc	secreted acidic cysteine rich glycoprotein	11		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:98373	Sparc	secreted acidic cysteine rich glycoprotein	11		extracellular matrix			IDA		J:36211 	
MGI:108110	Sparcl1	SPARC-like 1	5		collagen-containing extracellular matrix			IEA	IPR016359 	J:72247 	
MGI:108110	Sparcl1	SPARC-like 1	5		extracellular matrix of synaptic cleft			ISO	RGD:2531 	J:155856 	
MGI:98384	Spn	sialophorin	7		basement membrane	is a part of glomerular basement membrane of mature renal corpuscle|is a part of bronchus|is a part of endometrium		IDA		J:18035 	
MGI:1891351	Spock2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2	10		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1920152	Spock3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3	8		extracellular matrix			ISO	Q9BQ16 	J:164563 	
MGI:2385287	Spon1	spondin 1, (f-spondin) extracellular matrix protein	7		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2385287	Spon1	spondin 1, (f-spondin) extracellular matrix protein	7		extracellular matrix			IBA	PTN002259349 	J:265628 	
MGI:1923724	Spon2	spondin 2, extracellular matrix protein	5		extracellular matrix			IBA	PTN002259349 	J:265628 	
MGI:1923724	Spon2	spondin 2, extracellular matrix protein	5		extracellular matrix	is a part of macrophage		IDA		J:87393 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:3606211	Ssc5d	scavenger receptor cysteine rich family, 5 domains	7		collagen-containing extracellular matrix			IDA		J:169177 	
MGI:3606211	Ssc5d	scavenger receptor cysteine rich family, 5 domains	7		extracellular matrix			IBA	PTN002320870 	J:265628 	
MGI:2674311	Sspo	SCO-spondin	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2674311	Sspo	SCO-spondin	6		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:1928849	Svep1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	4		extracellular matrix			TAS		J:262023 	
MGI:109575	Tecta	tectorin alpha	9		collagen-containing extracellular matrix			IEA	IPR033026 	J:72247 	
MGI:109575	Tecta	tectorin alpha	9		extracellular matrix			IDA		J:39295 	
MGI:109575	Tecta	tectorin alpha	9		extracellular matrix			TAS		J:76334 	
MGI:109574	Tectb	tectorin beta	19		extracellular matrix			IDA		J:39295 	
MGI:109574	Tectb	tectorin beta	19		extracellular matrix			TAS		J:76334 	
MGI:1930075	Tfip11	tuftelin interacting protein 11	5		extracellular matrix			IDA		J:63658 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		collagen-containing extracellular matrix			ISO	RGD:69051 	J:155856 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		collagen-containing extracellular matrix			ISO	P01137 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		extracellular matrix	is a part of lung,is a part of lung		IDA		J:32939 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		extracellular matrix			IDA		J:37693 J:78819 J:143612 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		transforming growth factor beta complex			IPI		J:142353 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		transforming growth factor beta complex			ISO	P01137 	J:164563 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		basement membrane			ISO	RGD:70491 	J:155856 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		collagen-containing extracellular matrix			ISO	P61812 	J:164563 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		transforming growth factor beta complex			ISO	P61812 	J:164563 	
MGI:98727	Tgfb3	transforming growth factor, beta 3	12		collagen-containing extracellular matrix			ISO	P10600 	J:164563 	
MGI:98727	Tgfb3	transforming growth factor, beta 3	12		extracellular matrix			IDA		J:69420 	
MGI:98727	Tgfb3	transforming growth factor, beta 3	12		transforming growth factor beta complex			ISO	P10600 	J:164563 	
MGI:99959	Tgfbi	transforming growth factor, beta induced	13		basement membrane			ISO	RGD:620017 	J:155856 	
MGI:99959	Tgfbi	transforming growth factor, beta induced	13		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:99959	Tgfbi	transforming growth factor, beta induced	13		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:99959	Tgfbi	transforming growth factor, beta induced	13		extracellular matrix			IBA	PTN000855676 	J:265628 	
MGI:99959	Tgfbi	transforming growth factor, beta induced	13		extracellular matrix			IDA		J:85509 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5		extracellular matrix			ISO	RGD:61821 	J:155856 	
MGI:98731	Tgm2	transglutaminase 2, C polypeptide	2		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:98731	Tgm2	transglutaminase 2, C polypeptide	2		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:98731	Tgm2	transglutaminase 2, C polypeptide	2		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:98731	Tgm2	transglutaminase 2, C polypeptide	2		extracellular matrix			ISO	P21980 	J:164563 	
MGI:98731	Tgm2	transglutaminase 2, C polypeptide	2		extracellular matrix			TAS		J:95130 	
MGI:98732	Tgm3	transglutaminase 3, E polypeptide	2		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:3027002	Tgm4	transglutaminase 4 (prostate)	9		collagen-containing extracellular matrix			IBA	PTN002612914 	J:265628 	
MGI:3027002	Tgm4	transglutaminase 4 (prostate)	9		collagen-containing extracellular matrix			ISO	P49221 	J:164563 	
MGI:98737	Thbs1	thrombospondin 1	2		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:98737	Thbs1	thrombospondin 1	2		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:98737	Thbs1	thrombospondin 1	2		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:98737	Thbs1	thrombospondin 1	2		collagen-containing extracellular matrix			IBA	PTN002565423 	J:265628 	
MGI:98737	Thbs1	thrombospondin 1	2		extracellular matrix			ISO	P07996 	J:164563 	
MGI:98738	Thbs2	thrombospondin 2	17		basement membrane	is a part of EMAPA:32906|is a part of EMAPA:17625|is a part of EMAPA:18290		IDA		J:63332 	
MGI:98738	Thbs2	thrombospondin 2	17		collagen-containing extracellular matrix			IBA	PTN002565423 	J:265628 	
MGI:98738	Thbs2	thrombospondin 2	17		extracellular matrix	is a part of EMAPA:18948		IDA		J:63332 	
MGI:98739	Thbs3	thrombospondin 3	3		collagen-containing extracellular matrix			IBA	PTN002565423 	J:265628 	
MGI:1101779	Thbs4	thrombospondin 4	13		basement membrane			ISO	P35443 	J:164563 	
MGI:1101779	Thbs4	thrombospondin 4	13		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:1101779	Thbs4	thrombospondin 4	13		collagen-containing extracellular matrix			IBA	PTN002565423 	J:265628 	
MGI:1101779	Thbs4	thrombospondin 4	13		collagen-containing extracellular matrix			IDA		J:187437 	
MGI:1101779	Thbs4	thrombospondin 4	13		extracellular matrix			ISO	RGD:62046 	J:155856 	
MGI:2672033	Thsd4	thrombospondin, type I, domain containing 4	9		extracellular matrix	is a part of dermis|is a part of tail skeleton|is a part of aorta		IDA		J:160041 	
MGI:2672033	Thsd4	thrombospondin, type I, domain containing 4	9		microfibril			IDA		J:160041 	
MGI:98752	Timp1	tissue inhibitor of metalloproteinase 1	X		basement membrane			IDA		J:85488 	
MGI:98752	Timp1	tissue inhibitor of metalloproteinase 1	X		basement membrane			ISO	RGD:621675 	J:155856 	
MGI:98752	Timp1	tissue inhibitor of metalloproteinase 1	X		extracellular matrix			IBA	PTN000931945 	J:265628 	
MGI:98752	Timp1	tissue inhibitor of metalloproteinase 1	X		extracellular matrix			IDA		J:85488 	
MGI:98753	Timp2	tissue inhibitor of metalloproteinase 2	11		basement membrane			IDA		J:85488 	
MGI:98753	Timp2	tissue inhibitor of metalloproteinase 2	11		extracellular matrix			IBA	PTN000931945 	J:265628 	
MGI:98754	Timp3	tissue inhibitor of metalloproteinase 3	10		basement membrane			IDA		J:85488 	
MGI:98754	Timp3	tissue inhibitor of metalloproteinase 3	10		extracellular matrix			IBA	PTN000931945 	J:265628 	
MGI:109125	Timp4	tissue inhibitor of metalloproteinase 4	6		extracellular matrix			IBA	PTN000931945 	J:265628 	
MGI:1349477	Tinag	tubulointerstitial nephritis antigen	9		basement membrane			ISO	Q9UJW2 	J:164563 	
MGI:1349477	Tinag	tubulointerstitial nephritis antigen	9		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2137617	Tinagl1	tubulointerstitial nephritis antigen-like 1	4		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:2137617	Tinagl1	tubulointerstitial nephritis antigen-like 1	4		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1861735	Tmeff2	transmembrane protein with EGF-like and two follistatin-like domains 2	1		basement membrane			IBA	PTN000832450 	J:265628 	
MGI:101922	Tnc	tenascin C	4		basement membrane	is a part of thymus,is a part of epithelial cell|is a part of spleen,is a part of epithelial cell		IDA		J:13269 	
MGI:101922	Tnc	tenascin C	4		basement membrane	is a part of prostate duct		IDA		J:144885 	
MGI:101922	Tnc	tenascin C	4		basement membrane			IDA		J:37867 	
MGI:101922	Tnc	tenascin C	4		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:101922	Tnc	tenascin C	4		collagen-containing extracellular matrix	is a part of islets of Langerhans	UniProtKB:Q80YX0	HDA		J:265607 	
MGI:101922	Tnc	tenascin C	4		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:101922	Tnc	tenascin C	4		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:101922	Tnc	tenascin C	4		collagen-containing extracellular matrix			IDA		J:213088 	
MGI:101922	Tnc	tenascin C	4		collagen-containing extracellular matrix			ISO	P24821 	J:164563 	
MGI:101922	Tnc	tenascin C	4		extracellular matrix			ISO	RGD:621057 	J:155856 	
MGI:101922	Tnc	tenascin C	4		interstitial matrix	is a part of metanephros		IDA		J:74274 	
MGI:101922	Tnc	tenascin C	4		perisynaptic extracellular matrix	is a part of brain		EXP		J:263376 	
MGI:101922	Tnc	tenascin C	4		perisynaptic extracellular matrix	is a part of brain		IDA		J:263376 	
MGI:101922	Tnc	tenascin C	4		tenascin complex			IPI		J:87910 	
MGI:109587	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	15		extracellular matrix			IDA		J:39641 	
MGI:2665790	Tnn	tenascin N	1		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:2665790	Tnn	tenascin N	1		collagen-containing extracellular matrix			IDA		J:87910 	
MGI:2665790	Tnn	tenascin N	1		collagen-containing extracellular matrix			ISO	Q9UQP3 	J:164563 	
MGI:2665790	Tnn	tenascin N	1		extracellular matrix			IDA		J:87910 	
MGI:2665790	Tnn	tenascin N	1		tenascin complex			IPI		J:87910 	
MGI:2665790	Tnn	tenascin N	1		tenascin complex			ISO	Q9UQP3 	J:164563 	
MGI:99516	Tnr	tenascin R	1		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:99516	Tnr	tenascin R	1		collagen-containing extracellular matrix			IDA		J:315019 	
MGI:99516	Tnr	tenascin R	1		extracellular matrix	adjacent to a CNS neuron (sensu Vertebrata)		IDA		J:146166 	
MGI:99516	Tnr	tenascin R	1		extracellular matrix	is a part of optic nerve		IDA		J:19389 	
MGI:99516	Tnr	tenascin R	1		extracellular matrix			ISO	RGD:3886 	J:155856 	
MGI:99516	Tnr	tenascin R	1		perineuronal net	is a part of optic nerve		IDA		J:55338 	
MGI:99516	Tnr	tenascin R	1		perineuronal net			IDA		J:315019 	
MGI:99516	Tnr	tenascin R	1		perisynaptic extracellular matrix			ISO	RGD:3886 	J:155856 	
MGI:99516	Tnr	tenascin R	1		tenascin complex			IPI		J:314849 	
MGI:1932137	Tnxb	tenascin XB	17		collagen-containing extracellular matrix	is a part of islets of Langerhans	UniProtKB:O35452	HDA		J:265607 	
MGI:1932137	Tnxb	tenascin XB	17		extracellular matrix	is a part of skeletal muscle		IDA		J:208903 	
MGI:1932137	Tnxb	tenascin XB	17		extracellular matrix			IDA		J:22448 	
MGI:98821	Trf	transferrin	9		basement membrane			ISO	RGD:3845 	J:155856 	
MGI:1914123	Tril	TLR4 interactor with leucine-rich repeats	6		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:102757	Try4	trypsin 4	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:3687012	Try10	trypsin 10	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2443855	Tsku	tsukushi, small leucine rich proteoglycan	7		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1915777	Ucma	upper zone of growth plate and cartilage matrix associated	2		extracellular matrix			IBA	PTN002823505 	J:265628 	
MGI:1915777	Ucma	upper zone of growth plate and cartilage matrix associated	2		extracellular matrix		PR:Q14BU0-1	IDA		J:130737 	
MGI:1915777	Ucma	upper zone of growth plate and cartilage matrix associated	2		extracellular matrix	is a part of cartilage		IDA		J:134001 	
MGI:1341292	Ush2a	usherin	1		basement membrane			IBA	PTN000832450 	J:265628 	
MGI:1341292	Ush2a	usherin	1		basement membrane			IDA		J:87900 	
MGI:1341292	Ush2a	usherin	1		basement membrane			ISO	O75445 	J:164563 	
MGI:2177651	Vasn	vasorin	16		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:102889	Vcan	versican	13		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:102889	Vcan	versican	13		collagen-containing extracellular matrix			ISO	RGD:619940 	J:155856 	
MGI:102889	Vcan	versican	13		extracellular matrix			IBA	PTN001105676 	J:265628 	
MGI:102889	Vcan	versican	13		extracellular matrix			IDA		J:86321 	
MGI:102889	Vcan	versican	13		perineuronal net			ISO	RGD:619940 	J:155856 	
MGI:103178	Vegfa	vascular endothelial growth factor A	17		basement membrane			ISO	RGD:619991 	J:155856 	
MGI:1921449	Vit	vitrin	17		collagen-containing extracellular matrix			IBA	PTN002770396 	J:265628 	
MGI:1921449	Vit	vitrin	17		extracellular matrix			IDA		J:139122 	
MGI:1921449	Vit	vitrin	17		interstitial matrix			IBA	PTN000542875 	J:265628 	
MGI:1921449	Vit	vitrin	17		interstitial matrix	is a part of cartilage		IDA		J:139122 	
MGI:98940	Vtn	vitronectin	11		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:98940	Vtn	vitronectin	11		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:98940	Vtn	vitronectin	11		collagen-containing extracellular matrix			IBA	PTN000531402 	J:265628 	
MGI:98940	Vtn	vitronectin	11		collagen-containing extracellular matrix			ISO	P04004 	J:164563 	
MGI:98940	Vtn	vitronectin	11		extracellular matrix			IDA		J:98248 	
MGI:2179729	Vwa1	von Willebrand factor A domain containing 1	4		basement membrane			IDA		J:139122 J:139369 	
MGI:2179729	Vwa1	von Willebrand factor A domain containing 1	4		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:2179729	Vwa1	von Willebrand factor A domain containing 1	4		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2179729	Vwa1	von Willebrand factor A domain containing 1	4		extracellular matrix	is a part of cartilage		IDA		J:110553 	
MGI:2179729	Vwa1	von Willebrand factor A domain containing 1	4		extracellular matrix			IDA		J:139122 	
MGI:2179729	Vwa1	von Willebrand factor A domain containing 1	4		interstitial matrix	is a part of cartilage		IDA		J:139122 	
MGI:2684334	Vwa2	von Willebrand factor A domain containing 2	19		basement membrane			IBA	PTN002770492 	J:265628 	
MGI:2684334	Vwa2	von Willebrand factor A domain containing 2	19		basement membrane	is a part of skin|is a part of collecting duct|is a part of macula densa|is a part of renal distal tubule|is a part of ureter		IDA		J:154510 	
MGI:2684334	Vwa2	von Willebrand factor A domain containing 2	19		collagen-containing extracellular matrix			IBA	PTN002770396 	J:265628 	
MGI:1915026	Vwa5a	von Willebrand factor A domain containing 5A	9		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:1915026	Vwa5a	von Willebrand factor A domain containing 5A	9		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2442987	Vwc2	von Willebrand factor C domain containing 2	11		basement membrane			IDA		J:139122 	
MGI:2442987	Vwc2	von Willebrand factor C domain containing 2	11		extracellular matrix			IDA		J:139122 	
MGI:2442987	Vwc2	von Willebrand factor C domain containing 2	11		interstitial matrix			IDA		J:139122 	
MGI:98941	Vwf	Von Willebrand factor	6		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:98941	Vwf	Von Willebrand factor	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:98941	Vwf	Von Willebrand factor	6		collagen-containing extracellular matrix			ISO	RGD:621759 	J:155856 	
MGI:98941	Vwf	Von Willebrand factor	6		collagen-containing extracellular matrix			ISO	P04275 	J:164563 	
MGI:98941	Vwf	Von Willebrand factor	6		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:98954	Wnt2	wingless-type MMTV integration site family, member 2	6		collagen-containing extracellular matrix			ISO	P09544 	J:164563 	
MGI:98955	Wnt3	wingless-type MMTV integration site family, member 3	11		extracellular matrix			IDA		J:21428 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		extracellular matrix			IDA		J:21428 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		extracellular matrix			IDA		J:21428 	
MGI:98959	Wnt5b	wingless-type MMTV integration site family, member 5B	6		extracellular matrix			IDA		J:21428 	
MGI:98960	Wnt6	wingless-type MMTV integration site family, member 6	1		extracellular matrix			IDA		J:21428 	
MGI:98961	Wnt7a	wingless-type MMTV integration site family, member 7A	6		extracellular matrix			IDA		J:21428 	
MGI:101948	Wnt11	wingless-type MMTV integration site family, member 11	7		extracellular matrix			IDA		J:34644 	
MGI:106656	Zan	zonadhesin	5		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:1916286	Zg16	zymogen granule protein 16	7		collagen-containing extracellular matrix			ISO	O60844 	J:164563 	
MGI:103073	Zp1	zona pellucida glycoprotein 1	19		collagen-containing extracellular matrix			IBA	PTN001155571 	J:265628 	
MGI:103073	Zp1	zona pellucida glycoprotein 1	19		collagen-containing extracellular matrix			IDA		J:75669 	
MGI:103073	Zp1	zona pellucida glycoprotein 1	19		egg coat			IBA	PTN002511490 	J:265628 	
MGI:103073	Zp1	zona pellucida glycoprotein 1	19		egg coat			ISO	P60852 	J:164563 	
MGI:99214	Zp2	zona pellucida glycoprotein 2	7		collagen-containing extracellular matrix			IBA	PTN001155571 	J:265628 	
MGI:99214	Zp2	zona pellucida glycoprotein 2	7		collagen-containing extracellular matrix			IDA		J:75669 	
MGI:99214	Zp2	zona pellucida glycoprotein 2	7		egg coat			IBA	PTN002511490 	J:265628 	
MGI:99214	Zp2	zona pellucida glycoprotein 2	7		egg coat			ISO	Q05996 	J:164563 	
MGI:99215	Zp3	zona pellucida glycoprotein 3	5		collagen-containing extracellular matrix			IDA		J:75669 J:169986 	
MGI:99215	Zp3	zona pellucida glycoprotein 3	5		collagen-containing extracellular matrix			ISO	P21754 	J:164563 	
MGI:99215	Zp3	zona pellucida glycoprotein 3	5		egg coat			ISO	P21754 	J:164563 	
MGI:99215	Zp3	zona pellucida glycoprotein 3	5		extracellular matrix			IBA	PTN000171662 	J:265628 	

